Cataract-intellectual disability-hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
42	REAC	REAC:R-HSA-1483255	PI Metabolism	0.0031417170012933	True	PI Metabolism	78	82	5	10022	0.0609756097560975	0.0641025641025641	query_1	['REAC:R-HSA-1483257']	['RAB14', 'RUFY1', 'BMX', 'RAB5A', 'RAB4A']
140	GO:BP	GO:1904645	response to amyloid-beta	0.003290095234683	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	47	95	4	15719	0.0421052631578947	0.0851063829787234	query_1	['GO:1901652']	['PSEN1', 'BACE1', 'NGFR', 'APP']
141	GO:BP	GO:0006896	Golgi to vacuole transport	0.0034485554636173	True	"""The directed movement of substances from the Golgi to the vacuole."" [GOC:ai]"	19	95	3	15719	0.031578947368421	0.1578947368421052	query_1	['GO:0006892', 'GO:0007034']	['RBSN', 'SORT1', 'EHD3']
43	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	0.0034519970401271	True	Signaling by NOTCH4	80	82	5	10022	0.0609756097560975	0.0625	query_1	['REAC:R-HSA-157118']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
142	GO:BP	GO:0044088	regulation of vacuole organization	0.0035227047798194	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:jl, GOC:mah]"	48	95	4	15719	0.0421052631578947	0.0833333333333333	query_1	['GO:0007033', 'GO:0033043']	['RAB1B', 'RAB5A', 'RAB3GAP2', 'RAB3GAP1']
143	GO:BP	GO:0070676	intralumenal vesicle formation	0.0036852280344171	True	"""The invagination of the endosome membrane and resulting formation of a vesicle within the lumen of the endosome."" [GOC:jp, PMID:19234443]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0006900', 'GO:0007032']	['RAB7A', 'RILP']
144	GO:BP	GO:1903373	positive regulation of endoplasmic reticulum tubular network organization	0.0036852280344171	True	"""Any process that activates or increases the frequency, rate or extent of endoplasmic reticulum tubular network organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24891604]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0010638', 'GO:0071786', 'GO:1903371']	['RAB3GAP2', 'RAB3GAP1']
146	GO:BP	GO:0042986	positive regulation of amyloid precursor protein biosynthetic process	0.0036852280344171	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of amyloid precursor protein (APP), the precursor of amyloid-beta."" [GOC:go_curators]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0010560', 'GO:0042983', 'GO:0042984']	['PAWR', 'NCSTN']
147	GO:BP	GO:0002265	astrocyte activation involved in immune response	0.0036852280344171	True	"""A change in the morphology or behavior of an astrocyte resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, PMID:11138785]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0002263', 'GO:0048143']	['PSEN1', 'APP']
145	GO:BP	GO:1903233	regulation of calcium ion-dependent exocytosis of neurotransmitter	0.0036852280344171	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0017158', 'GO:0048791', 'GO:2000300']	['RAB3GAP1', 'RAB3A']
148	GO:BP	GO:0009894	regulation of catabolic process	0.003697714135198	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	95	16	15719	0.1684210526315789	0.0164778578784757	query_1	['GO:0009056', 'GO:0019222']	['RAB7A', 'OPTN', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM9', 'GGA1', 'RILP', 'TNRC6C', 'RAB3GAP2', 'GGA3', 'AURKA', 'SIRT2', 'APP', 'RAB3GAP1']
85	GO:CC	GO:0005774	vacuolar membrane	0.0039375474138984	True	"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]"	437	95	9	16420	0.0947368421052631	0.0205949656750572	query_1	['GO:0005773', 'GO:0098588']	['RAB14', 'SORT1', 'RAB7A', 'PSEN1', 'TMEM9', 'HPS4', 'NCSTN', 'RAB5C', 'RILP']
86	GO:CC	GO:0005783	endoplasmic reticulum	0.0039375474138984	True	"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]"	1888	95	22	16420	0.231578947368421	0.0116525423728813	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['RAB14', 'RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'HTT', 'APH1B', 'BACE1', 'RAB32', 'NCSTN', 'RAB38', 'PSENEN', 'RAB1A', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'APP', 'RAB3GAP1', 'RAB6A']
149	GO:BP	GO:0051452	intracellular pH reduction	0.0042538223960714	True	"""Any process that reduces the internal pH of a cell, measured by the concentration of the hydrogen ion."" [GOC:ai]"	51	95	4	15719	0.0421052631578947	0.0784313725490196	query_1	['GO:0051453']	['RAB7A', 'RAB39A', 'TMEM9', 'RAB38']
150	GO:BP	GO:0060271	cilium assembly	0.0042630429792704	True	"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441, Reactome:R-HSA-5617833.2]"	348	95	9	15719	0.0947368421052631	0.0258620689655172	query_1	['GO:0044782', 'GO:0070925', 'GO:0120031']	['RAB8A', 'HTT', 'RAB3IP', 'RILP', 'EHD3', 'EHD2', 'GDI2', 'EHD1', 'RAB23']
87	GO:CC	GO:0005795	Golgi stack	0.0043869243641188	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	134	95	5	16420	0.0526315789473684	0.0373134328358208	query_1	['GO:0098791']	['RAB34', 'RAB14', 'SORT1', 'PSENEN', 'APH1A']
151	GO:BP	GO:0065008	regulation of biological quality	0.0044773157265826	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	95	31	15719	0.3263157894736842	0.0112196887441187	query_1	['GO:0065007']	['RAB7A', 'RAB39A', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'HPS4', 'RAB8B', 'DTD2', 'RIN3', 'NCSTN', 'RAB38', 'RAB5A', 'RILP', 'EHD3', 'TNRC6C', 'RAB1A', 'SHROOM3', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A', 'RAB22A']
152	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.0045226937437113	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	209	95	7	15719	0.0736842105263157	0.0334928229665071	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['RAB7A', 'PSEN1', 'GGA1', 'RILP', 'GGA3', 'AURKA', 'SIRT2']
44	REAC	REAC:R-HSA-8856688	Golgi-to-ER retrograde transport	0.0045440286973051	True	Golgi-to-ER retrograde transport	130	82	6	10022	0.073170731707317	0.0461538461538461	query_1	['REAC:R-HSA-6811442']	['RAB1B', 'RAB1A', 'RAB3GAP2', 'RAB18', 'RAB3GAP1', 'RAB6A']
45	REAC	REAC:R-HSA-187706	Signalling to p38 via RIT and RIN	0.0045440286973051	True	Signalling to p38 via RIT and RIN	5	82	2	10022	0.024390243902439	0.4	query_1	['REAC:R-HSA-187687']	['NTRK1', 'NGF']
153	GO:BP	GO:0016079	synaptic vesicle exocytosis	0.0047277478110304	True	"""Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."" [GOC:jid, GOC:lmg]"	96	95	5	15719	0.0526315789473684	0.0520833333333333	query_1	['GO:0007269', 'GO:0045055', 'GO:0051649', 'GO:0099003', 'GO:0099504', 'GO:0099643']	['PSEN1', 'RAB5A', 'PPFIA3', 'RAB3GAP1', 'RAB3A']
154	GO:BP	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.0049554377161693	True	"""A process that modulates long-term neuronal synaptic plasticity, the ability of neuronal synapses to change long-term as circumstances require. Long-term neuronal synaptic plasticity generally involves increase or decrease in actual synapse numbers."" [GOC:jid, PMID:11891290]"	22	95	3	15719	0.031578947368421	0.1363636363636363	query_1	['GO:0048168']	['RAB8A', 'RAB5A', 'APP']
155	GO:BP	GO:0030100	regulation of endocytosis	0.0049790667139842	True	"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	282	95	8	15719	0.0842105263157894	0.0283687943262411	query_1	['GO:0006897', 'GO:0051128', 'GO:0060627']	['RUFY1', 'RAB31', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB5C', 'RAB5A', 'RAB4A']
47	REAC	REAC:R-HSA-2682334	EPH-Ephrin signaling	0.0051591472139493	True	EPH-Ephrin signaling	89	82	5	10022	0.0609756097560975	0.0561797752808988	query_1	['REAC:R-HSA-422475']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
46	REAC	REAC:R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	0.0051591472139493	True	COPI-independent Golgi-to-ER retrograde traffic	51	82	4	10022	0.048780487804878	0.0784313725490196	query_1	['REAC:R-HSA-8856688']	['RAB3GAP2', 'RAB18', 'RAB3GAP1', 'RAB6A']
88	GO:CC	GO:0098590	plasma membrane region	0.0055988522917621	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	95	16	16420	0.1684210526315789	0.0133000831255195	query_1	['GO:0005886', 'GO:0016020']	['SORT1', 'MTDH', 'RAB8A', 'PSEN1', 'BMX', 'NCSTN', 'EHD3', 'PSENEN', 'SHROOM3', 'EHD2', 'APH1A', 'AURKA', 'RAB18', 'APP', 'RAB35', 'EHD1']
156	GO:BP	GO:1905908	positive regulation of amyloid fibril formation	0.0057671352646149	True	"""Any process that activates or increases the frequency, rate or extent of amyloid fibril formation."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]"	5	95	2	15719	0.0210526315789473	0.4	query_1	['GO:0051247', 'GO:1902905', 'GO:1905906', 'GO:1990000']	['PSEN1', 'APP']
157	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0058573569717305	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	95	10	15719	0.1052631578947368	0.0223713646532438	query_1	['GO:0033365', 'GO:0045184']	['SORT1', 'RAB7A', 'PSEN1', 'HPS4', 'RAB8B', 'RAB3GAP2', 'GGA3', 'RAB10', 'RAB23', 'RAB3GAP1']
158	GO:BP	GO:0007034	vacuolar transport	0.0060120664784581	True	"""The directed movement of substances into, out of or within a vacuole."" [GOC:ai]"	157	95	6	15719	0.0631578947368421	0.0382165605095541	query_1	['GO:0046907']	['RBSN', 'SORT1', 'RAB7A', 'RILP', 'EHD3', 'GGA3']
48	REAC	REAC:R-HSA-187015	Activation of TRKA receptors	0.0061178998349858	True	Activation of TRKA receptors	6	82	2	10022	0.024390243902439	0.3333333333333333	query_1	['REAC:R-HSA-187037']	['NTRK1', 'NGF']
49	REAC	REAC:R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	0.0061178998349858	True	p75NTR negatively regulates cell cycle via SC1	6	82	2	10022	0.024390243902439	0.3333333333333333	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
159	GO:BP	GO:0060155	platelet dense granule organization	0.0062543194275453	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:dph, PMID:11487378]"	24	95	3	15719	0.031578947368421	0.125	query_1	['GO:0033363']	['HPS4', 'RAB38', 'HPS1']
160	GO:BP	GO:0022008	neurogenesis	0.0064116958431688	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1581	95	21	15719	0.2210526315789473	0.0132827324478178	query_1	['GO:0007399', 'GO:0030154']	['MICALL1', 'RAB8A', 'PSEN1', 'NCSTN', 'RAB13', 'NGFR', 'SALL1', 'YWHAE', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB3A', 'RAB6A']
89	GO:CC	GO:0045171	intercellular bridge	0.0069951414340374	True	"""A direct connection between the cytoplasm of two cells that is formed following the completion of cleavage furrow ingression during cell division. They are usually present only briefly prior to completion of cytokinesis. However, in some cases, such as the bridges between germ cells during their development, they become stabilised."" [PMID:9635420]"	89	95	4	16420	0.0421052631578947	0.0449438202247191	query_1	['GO:0110165']	['TPX2', 'TMEM9', 'EHD2', 'RAB35']
90	GO:CC	GO:0030658	transport vesicle membrane	0.0071588014767392	True	"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]"	222	95	6	16420	0.0631578947368421	0.027027027027027	query_1	['GO:0030133', 'GO:0030659', 'GO:0098588']	['RAB7A', 'RAB5B', 'RAB5A', 'RAB1A', 'RAB35', 'RAB3A']
91	GO:CC	GO:0031902	late endosome membrane	0.0073301624572886	True	"""The lipid bilayer surrounding a late endosome."" [GOC:pz]"	152	95	5	16420	0.0526315789473684	0.0328947368421052	query_1	['GO:0005770', 'GO:0010008']	['RAB7A', 'MICALL1', 'TMEM9', 'RILP', 'NTRK1']
161	GO:BP	GO:0010970	transport along microtubule	0.0079359696985905	True	"""The movement of organelles or other particles from one location in the cell to another along microtubules, driven by motor activity."" [GOC:dph, GOC:mah, GOC:tb]"	166	95	6	15719	0.0631578947368421	0.036144578313253	query_1	['GO:0007018', 'GO:0030705', 'GO:0099111']	['HTT', 'RABGEF1', 'RAB1A', 'APP', 'SUN2', 'RAB6A']
93	GO:CC	GO:0035253	ciliary rootlet	0.0079949586368396	True	"""A cytoskeleton-like structure, originating from the basal body at the proximal end of a cilium, and extending proximally toward the cell nucleus. Rootlets are typically 80-100 nm in diameter and contain cross striae distributed at regular intervals of approximately 55-70 nm."" [GOC:cilia, PMID:12427867]"	12	95	2	16420	0.0210526315789473	0.1666666666666666	query_1	['GO:0005856', 'GO:0005929', 'GO:0110165']	['PSEN1', 'APP']
92	GO:CC	GO:0032009	early phagosome	0.0079949586368396	True	"""A membrane-bounded intracellular vesicle as initially formed upon the ingestion of particulate material by phagocytosis."" [GOC:mah, PMID:12388753]"	12	95	2	16420	0.0210526315789473	0.1666666666666666	query_1	['GO:0045335']	['RAB31', 'RAB5A']
163	GO:BP	GO:1900193	regulation of oocyte maturation	0.0082488409735793	True	"""Any process that modulates the frequency, rate or extent of oocyte maturation."" [GOC:kmv, GOC:TermGenie]"	6	95	2	15719	0.0210526315789473	0.3333333333333333	query_1	['GO:0001556', 'GO:1903429', 'GO:2000241']	['AURKA', 'SIRT2']
162	GO:BP	GO:1903371	regulation of endoplasmic reticulum tubular network organization	0.0082488409735793	True	"""Any process that modulates the frequency, rate or extent of endoplasmic reticulum tubular network organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24891604]"	6	95	2	15719	0.0210526315789473	0.3333333333333333	query_1	['GO:0033043', 'GO:0071786']	['RAB3GAP2', 'RAB3GAP1']
50	REAC	REAC:R-HSA-170984	ARMS-mediated activation	0.0083525286752697	True	ARMS-mediated activation	7	82	2	10022	0.024390243902439	0.2857142857142857	query_1	['REAC:R-HSA-169893']	['NTRK1', 'NGF']
164	GO:BP	GO:0048666	neuron development	0.0086731078498033	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	95	16	15719	0.1684210526315789	0.0151228733459357	query_1	['GO:0030182', 'GO:0048468']	['MICALL1', 'RAB8A', 'PSEN1', 'RAB13', 'NGFR', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB6A']
165	GO:BP	GO:0031331	positive regulation of cellular catabolic process	0.008963113406763	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	311	95	8	15719	0.0842105263157894	0.0257234726688102	query_1	['GO:0009896', 'GO:0031325', 'GO:0031329', 'GO:0044248']	['OPTN', 'MTDH', 'PSEN1', 'HTT', 'TNRC6C', 'RAB3GAP2', 'APP', 'RAB3GAP1']
166	GO:BP	GO:0065007	biological regulation	0.0091153040553838	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	95	80	15719	0.8421052631578947	0.0073569983446753	query_1	['GO:0008150']	['RAB34', 'RAB14', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'RAB31', 'APH1B', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'DTD2', 'RAB5B', 'RIN3', 'IL24', 'NCSTN', 'RABGEF1', 'SCML1', 'RAB3IP', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'NAT8', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A']
94	GO:CC	GO:0099523	presynaptic cytosol	0.0093139750623429	True	"""The region of the cytosol consisting of all cytosol that is part of the presynapse."" [GOC:dos]"	13	95	2	16420	0.0210526315789473	0.1538461538461538	query_1	['GO:0098793', 'GO:0099522']	['HTT', 'GDI1']
95	GO:CC	GO:0044232	organelle membrane contact site	0.0099943647122275	True	"""A zone of apposition between the membranes of an organelle with another membrane, either another membrane of the same organelle, a membrane of another organelle, or the plasma membrane. Membrane contact sites (MCSs) are structured by bridging complexes. They are specialized for communication, including the efficient traffic of small molecules such as Ca2+ ions and lipids, as well as enzyme-substrate interactions."" [GOC:jl, PMID:16806880]"	48	95	3	16420	0.031578947368421	0.0625	query_1	['GO:0043226', 'GO:0110165']	['OSBPL1A', 'RAB32', 'RAB38']
167	GO:BP	GO:0023052	signaling	0.0100352463810969	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	95	50	15719	0.5263157894736842	0.0088292424509977	query_1	['GO:0050789']	['RAB34', 'RAB14', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABEP1', 'RIN3', 'IL24', 'NCSTN', 'RABGEF1', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'PSENEN', 'RAB1A', 'CHML', 'SALL1', 'RAB12', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'GDI2', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'RAB3GAP1', 'RAB3A']
