Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
318	GO:BP	GO:0031627	telomeric loop formation	0.0002902939370907	True	"""The process in which linear telomeric DNA is remodeled into duplex loops, by the invasion of a 3' single-stranded overhang into the duplex region."" [GOC:vw, PMID:10338214]"	2	100	2	15719	0.02	1.0	query_1	['GO:0000723']	['TERF2', 'DCLRE1B']
335	GO:BP	GO:0010390	histone monoubiquitination	0.0003071332019734	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	100	4	15719	0.04	0.1290322580645161	query_1	['GO:0006513', 'GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
336	GO:BP	GO:0048285	organelle fission	0.0003274891153454	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	473	100	12	15719	0.12	0.0253699788583509	query_1	['GO:0006996']	['BRIP1', 'RAD50', 'MLH1', 'TERF1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
338	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0003274891153454	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002712', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
337	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0003274891153454	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
69	GO:CC	GO:0005813	centrosome	0.0003646713081493	True	"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]"	624	100	13	16420	0.13	0.0208333333333333	query_1	['GO:0005815']	['H2AX', 'BRCA2', 'PCNA', 'TNKS2', 'ATM', 'DCLRE1B', 'APEX1', 'AXIN2', 'CDK2', 'USP2', 'WRN', 'TNKS', 'TP53']
341	GO:BP	GO:0070914	UV-damage excision repair	0.0003741272795897	True	"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"	12	100	3	15719	0.03	0.25	query_1	['GO:0006281', 'GO:0034644']	['XPA', 'POLD3', 'ERCC1']
340	GO:BP	GO:0051340	regulation of ligase activity	0.0003741272795897	True	"""Any process that modulates the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate. Ligase is the systematic name for any enzyme of EC class 6."" [GOC:ai]"	12	100	3	15719	0.03	0.25	query_1	['GO:0050790']	['XRCC4', 'NHEJ1', 'XRCC1']
339	GO:BP	GO:0072710	response to hydroxyurea	0.0003741272795897	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	100	3	15719	0.03	0.25	query_1	['GO:0010033', 'GO:1901698']	['ATRX', 'BLM', 'RAD51']
70	GO:CC	GO:0043564	Ku70:Ku80 complex	0.0003801733632732	True	"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]"	3	100	2	16420	0.02	0.6666666666666666	query_1	['GO:0140513']	['XRCC6', 'XRCC5']
138	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	0.0004010015423908	True	PIP3 activates AKT signaling	249	97	10	10022	0.1030927835051546	0.0401606425702811	query_1	['REAC:R-HSA-9006925']	['MDM2', 'RNF146', 'PTEN', 'OTUD3', 'TNKS2', 'USP7', 'PREX2', 'TNKS', 'TRIM27', 'TP53']
71	GO:CC	GO:0016363	nuclear matrix	0.0004276474934312	True	"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]"	127	100	6	16420	0.06	0.0472440944881889	query_1	['GO:0034399', 'GO:0110165']	['HLTF', 'PAXIP1', 'TINF2', 'POLA1', 'BLM', 'TP53']
342	GO:BP	GO:0045321	leukocyte activation	0.0004535860491887	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	100	17	15719	0.17	0.0184782608695652	query_1	['GO:0001775', 'GO:0002376']	['NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'TP53', 'RNF8', 'MSH6']
343	GO:BP	GO:0006979	response to oxidative stress	0.0004714664626988	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	100	11	15719	0.11	0.0264423076923076	query_1	['GO:0006950']	['RAD52', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'APEX1', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1']
345	GO:BP	GO:0010225	response to UV-C	0.0004785225868396	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-C radiation stimulus. UV-C radiation (UV-C light) spans the wavelengths 100 to 280 nm."" [GOC:tb]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0009411']	['BRCA2', 'WRN', 'TP53']
344	GO:BP	GO:0051974	negative regulation of telomerase activity	0.0004785225868396	True	"""Any process that stops or reduces the activity of the enzyme telomerase, which catalyzes of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1)."" [GOC:ai]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0051348', 'GO:0051972', 'GO:2000279']	['TERF1', 'POT1', 'TP53']
346	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.000496522450455	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	100	14	15719	0.14	0.0212443095599393	query_1	['GO:0009790']	['RBBP8', 'HUS1', 'NBN', 'MSH2', 'TERF2', 'LIG4', 'BRCA2', 'AXIN1', 'ATM', 'AXIN2', 'BRCA1', 'PRKDC', 'POLB', 'TP53']
140	REAC	REAC:R-HSA-4641257	Degradation of AXIN	0.0005088468130101	True	Degradation of AXIN	55	97	5	10022	0.0515463917525773	0.0909090909090909	query_1	['REAC:R-HSA-201681']	['RNF146', 'TNKS2', 'AXIN1', 'AXIN2', 'TNKS']
139	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0005088468130101	True	HSF1 activation	12	97	3	10022	0.0309278350515463	0.25	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1']
347	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0005105498708121	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	100	26	15719	0.26	0.0139784946236559	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['ACD', 'ATRX', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'TNKS', 'TRIM27', 'TP53', 'PNKP']
348	GO:BP	GO:0006304	DNA modification	0.0005503161317501	True	"""The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."" [GOC:jl, GOC:ma]"	112	100	6	15719	0.06	0.0535714285714285	query_1	['GO:0006259', 'GO:0043412']	['ATRX', 'PARP1', 'USP7', 'APEX1', 'BRCA1', 'NEIL1']
349	GO:BP	GO:0043462	regulation of ATP-dependent activity	0.0005699076077398	True	"""Any process that modulates the rate of an ATP-dependent activity."" [GOC:jl]"	70	100	5	15719	0.05	0.0714285714285714	query_1	['GO:0065009']	['MSH2', 'MSH3', 'POT1', 'TP53', 'MSH6']
350	GO:BP	GO:0048302	regulation of isotype switching to IgG isotypes	0.0005975813176427	True	"""Any process that modulates the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	14	100	3	15719	0.03	0.2142857142857142	query_1	['GO:0045191', 'GO:0048291']	['MSH2', 'PAXIP1', 'MLH1']
351	GO:BP	GO:0051128	regulation of cellular component organization	0.0006315833906751	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	100	30	15719	0.3	0.0127822752449936	query_1	['GO:0016043', 'GO:0050794']	['ACD', 'NBN', 'ATRX', 'RAD50', 'TERF2', 'PTEN', 'TERF2IP', 'LIG4', 'FEN1', 'TERF1', 'TINF2', 'RAD1', 'TNKS2', 'POT1', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'USP7', 'AXIN2', 'BRCA1', 'CDK2', 'XRCC1', 'RMI2', 'TNKS', 'TRIM27', 'TP53', 'PNKP']
72	GO:CC	GO:0000152	nuclear ubiquitin ligase complex	0.0006366824060538	True	"""A ubiquitin ligase complex found in the nucleus."" [GOC:mah]"	47	100	4	16420	0.04	0.0851063829787234	query_1	['GO:0000151', 'GO:0140513']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
73	GO:CC	GO:0016035	zeta DNA polymerase complex	0.0007169318691662	True	"""A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."" [PMID:16631579, PMID:16971464]"	4	100	2	16420	0.02	0.5	query_1	['GO:0042575']	['POLD3', 'POLD2']
74	GO:CC	GO:0031436	BRCA1-BARD1 complex	0.0007169318691662	True	"""A heterodimeric complex comprising BRCA1 and BARD1, which possesses ubiquitin ligase activity and is involved in genome maintenance, possibly by functioning in surveillance for DNA damage."" [PMID:12787778]"	4	100	2	16420	0.02	0.5	query_1	['GO:0000152']	['BRCA1', 'BARD1']
352	GO:BP	GO:0002250	adaptive immune response	0.0007335912860307	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	517	100	12	15719	0.12	0.02321083172147	query_1	['GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TRIM27', 'RNF8', 'MSH6']
353	GO:BP	GO:0002637	regulation of immunoglobulin production	0.0007350557281632	True	"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]"	74	100	5	15719	0.05	0.0675675675675675	query_1	['GO:0002377', 'GO:0002700']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
354	GO:BP	GO:0048291	isotype switching to IgG isotypes	0.0007351510067793	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgG isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgG constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	15	100	3	15719	0.03	0.2	query_1	['GO:0045190']	['MSH2', 'PAXIP1', 'MLH1']
355	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	0.0007593570286156	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3627	100	40	15719	0.4	0.0110283981251723	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['RBBP8', 'ACD', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'TERF2', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'MLH1', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'USP7', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'PNKP', 'RNF8']
356	GO:BP	GO:0010558	negative regulation of macromolecule biosynthetic process	0.0007784302779517	True	"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1471	100	22	15719	0.22	0.0149558123725356	query_1	['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']	['RBBP8', 'ACD', 'MDM2', 'TERF2', 'XRCC6', 'MLH1', 'TERF1', 'TINF2', 'PCNA', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'APEX1', 'BRCA1', 'CDK2', 'USP2', 'MDM4', 'TRIM27', 'TP53', 'RNF8']
364	GO:BP	GO:1904533	regulation of telomeric loop disassembly	0.0007938050891246	True	"""Any process that modulates the frequency, rate or extent of telomeric loop disassembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0032204', 'GO:0090657']	['TERF2', 'TERF1']
365	GO:BP	GO:1904430	negative regulation of t-circle formation	0.0007938050891246	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of t-circle formation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0051053', 'GO:0051129', 'GO:0090656', 'GO:1904429']	['TERF2', 'XRCC5']
363	GO:BP	GO:0097695	establishment of protein-containing complex localization to telomere	0.0007938050891246	True	"""The directed movement of a protein-containing macromolecular complex to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0031503', 'GO:0051234', 'GO:0070727']	['TERF1', 'ATM']
360	GO:BP	GO:0034462	small-subunit processome assembly	0.0007938050891246	True	"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a small-subunit processome."" [GOC:mah]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0000028', 'GO:0022618']	['XRCC5', 'PRKDC']
361	GO:BP	GO:0045950	negative regulation of mitotic recombination	0.0007938050891246	True	"""Any process that inhibits or decreases the rate of DNA recombination during mitosis."" [GOC:go_curators, GOC:hjd]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0000019', 'GO:0006312', 'GO:0045910']	['TERF2', 'MLH1']
358	GO:BP	GO:0097694	establishment of RNA localization to telomere	0.0007938050891246	True	"""The directed movement of RNA to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0051236']	['TERF1', 'ATM']
357	GO:BP	GO:0034092	negative regulation of maintenance of sister chromatid cohesion	0.0007938050891246	True	"""Any process that decreases the extent to which the association between sister chromatids of a replicated chromosome is maintained."" [GOC:mah, GOC:vw]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0034086', 'GO:0034091', 'GO:0045875']	['ATRX', 'TNKS']
359	GO:BP	GO:0034183	negative regulation of maintenance of mitotic sister chromatid cohesion	0.0007938050891246	True	"""Any process that decreases the extent to which the association between sister chromatids of a replicated chromosome is maintained during a mitotic cell cycle."" [GOC:mah, GOC:vw]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0034088', 'GO:0034092', 'GO:0034182']	['ATRX', 'TNKS']
362	GO:BP	GO:0040029	epigenetic regulation of gene expression	0.0007938050891246	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	173	100	7	15719	0.07	0.0404624277456647	query_1	['GO:0006338', 'GO:0010468']	['ATRX', 'AXIN1', 'POLE3', 'BRCA1', 'CDK2', 'TRIM27', 'TP53']
368	GO:BP	GO:0048512	circadian behavior	0.0008572770297129	True	"""The specific behavior of an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators, GOC:pr]"	41	100	4	15719	0.04	0.0975609756097561	query_1	['GO:0007622', 'GO:0007623']	['PTEN', 'PARP1', 'USP2', 'TP53']
367	GO:BP	GO:0002714	positive regulation of B cell mediated immunity	0.0008572770297129	True	"""Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	41	100	4	15719	0.04	0.0975609756097561	query_1	['GO:0002708', 'GO:0002712', 'GO:0002824', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
